'1','credential','Credential Configuration','Credentials for authentication',1,'true|false','option', 1
'2','credential','Credential Configuration','Credentials for authentication',1,'true|false','option', 1
'3','credential','Credential Configuration','Credentials for authentication',1,'true|false','option', 1
'4','credential','CredentialConfiguration','Credentials for authentication',1,'true|false','option', 1
'5','credential','Credential Configuration','Credentials for authentication',1,'true|false','option', 1
'9','param','Parameters','Additional parameters', 1,'true','text', 1
'9','query','Query file location','Query file location', 1,'true','hql', 1
'10','param','Parameters','Additional parameters', 1,'true','text', 1
'10','script','Script location','Script location', 1,'true','pig', 1
'11','param','Parameters','Additional parameters', 1,'true','text', 1
'11','program','Program Main Class','Program main class', 1,'true','text', 1
'13','imp-common','Import Configuration','RDBMS Import Configuration', 1,'true','text', 1
'14','data','Data-generate Configuration',' ', 1,'true','text', 1
'14','table','table Schema Configuration',' ', 1,'true','text', 1
'15','credential','Credential Configuration','Credentials for authentication',1,'true|false','option', 1
'16','dq','DQ Configuration','Data Quality configuration', 1,'true','text', 1
'17','exp-common','Export Configuration','RDBMS Export Configuration', 1,'true','text', 1
'18','credential','Credential Configuration','Credentials for authentication',1,'true|false','option', 1
'19','credential','Credential Configuration','Credentials for authentication',1,'true|false','option', 1
'20','credential','CredentialConfiguration','Credentials for authentication',1,'true|false','option', 1
'21','mqimport','MQ Import Configuration','Messaging Queue import configuration', 1,'true','text', 1
'22','param','Parameters','Additional parameters', 1,'true','text', 1
'22','script','Script location',' ', 1,'true','shell', 1
'23','flume','Flume Configuration','Flume', 1,'true','text', 1
'24', 'param', 'Parameters', 'Parameters', 1, 'true', 'text', 1
'24', 'r-file', 'R file', 'R code',1, 'true', 'r', 1
'25', 'spark-conf', 'Spark Job Configuration', 'Spark Job Configuration', 1, 'true', 'text', 1
'25', 'spark-main', 'Spark Main Class', 'Spark Main Class', 1, 'true', 'text', 1
'25', 'app-args', 'Application arguments', 'Application arguments', 1, 'true', 'text', 1
'25', 'spark-jar', 'Spark jar', 'Spark Application jar', 1, 'true', 'spark', 1

'default_val.15','password_enabled','credential','Credentials for authentication', 1,'true','text', 1
'default_val.5','password_enabled','credential','Credentials for authentication', 1,'true','text', 1
'default_val.2','password_enabled','credential','Credentials for authentication', 1,'true','text', 1
'default_val.11','mainClass','program','Program file location',1,'','text', 1
'default_val.4','password_enabled','credential','Credentials for authentication', 1,'true','text', 1
'default_val.13','check.col','imp-common','properties for data import',1,'default_column','text', 1
'default_val.13','columns','imp-common','properties for data import',1,'default_cols','text', 1
'default_val.13','db','imp-common','properties for data import',1,'default_db','text', 1
'default_val.13','driver','imp-common','properties for data import',1,'com.mysql.jdbc.Driver','text', 1
'default_val.13','file.layout','imp-common','properties for data import',1,'TextFile','text', 1
'default_val.13','import','imp-common','properties for data import',1,'1','text', 1
'default_val.13','incr.mode','imp-common','properties for data import',1,'None','text', 1
'default_val.13','mappers','imp-common','properties for data import',1,'1','text', 1
'default_val.13','password','imp-common','properties for data import',1,'db_password','text', 1
'default_val.13','table','imp-common','properties for data import',1,'default_table','text', 1
'default_val.13','username','imp-common','properties for data import',1,'db_username','text', 1
'default_val.3','password_enabled','credential','Credentials for authentication', 1,'true','text', 1
'default_val.17','db','exp-common','properties for data export',1,'default_db','text', 1
'default_val.17','driver','exp-common','properties for data export',1,'com.mysql.jdbc.Driver','text', 1
'default_val.17','table','exp-common','properties for data export',1,'default_table','text', 1
'default_val.17','mappers','exp-common','properties for data export',1,'1','text', 1
'default_val.17','password','exp-common','properties for data export',1,'db_password','text', 1
'default_val.17','username','exp-common','properties for data export',1,'db_username','text', 1
'default_val.18','password_enabled','credential','Credentials for authentication', 1,'true','text', 1
'testDataGen','data-gen-id.1','data','Generating Date',1,'randomDate','text', 1
'testDataGen','data-gen-id.2','data','Generating number',1,'randomNumber','text', 1
